,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
753,208950.0,10211611,HY333584,07/09/2015 06:00:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1,0,1134,11,24,29,18,1154228,1895173,2015,05/12/2016 03:48:29 PM,41.868180939,-87.709271389,"(41.868180939, -87.709271389)"
754,209491.0,10211617,HY333517,07/09/2015 06:00:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1,0,1134,11,24,29,18,1154228,1895173,2015,05/12/2016 03:48:29 PM,41.868180939,-87.709271389,"(41.868180939, -87.709271389)"
755,210010.0,10211621,HY369125,08/04/2015 05:24:00 PM,075XX S STONY ISLAND AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,1,0,411,4,5,43,18,1188123,1855151,2015,05/12/2016 03:48:29 PM,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
756,210117.0,10510235,HZ251787,05/05/2016 12:09:00 AM,081XX S INGLESIDE AVE,2027,NARCOTICS,POSS: CRACK,STREET,1,0,631,6,8,44,18,1183977,1851310,2016,05/12/2016 03:50:15 PM,41.747172149,-87.601429376,"(41.747172149, -87.601429376)"
757,210309.0,10211623,HY331028,07/07/2015 06:00:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1,0,1134,11,24,29,18,1154228,1895173,2015,05/12/2016 03:48:29 PM,41.868180939,-87.709271389,"(41.868180939, -87.709271389)"
758,210353.0,10211630,HY323307,07/01/2015 06:00:00 AM,033XX W FILLMORE ST,2031,NARCOTICS,POSS: METHAMPHETAMINES,POLICE FACILITY/VEH PARKING LOT,1,0,1134,11,24,29,18,1154228,1895173,2015,05/12/2016 03:48:29 PM,41.868180939,-87.709271389,"(41.868180939, -87.709271389)"
759,210920.0,10212757,HY369072,08/04/2015 04:51:00 PM,007XX S KEDVALE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,1,0,1132,11,24,26,18,1148838,1896308,2015,05/12/2016 03:48:29 PM,41.871401333,-87.729029971,"(41.871401333, -87.729029971)"
760,210964.0,10212800,HY368655,08/04/2015 11:53:00 AM,005XX N LAWLER AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,1,0,1532,15,28,25,18,1142599,1903190,2015,05/12/2016 03:48:29 PM,41.890404638,-87.751764782,"(41.890404638, -87.751764782)"
761,211440.0,10213138,HY371827,08/06/2015 04:58:08 PM,013XX S HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,1,0,1021,10,24,29,18,1153916,1893520,2015,05/12/2016 03:48:29 PM,41.863651143,-87.71046084,"(41.863651143, -87.71046084)"
762,211591.0,10213157,HY371446,08/06/2015 12:18:43 PM,014XX W 66TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,1,0,725,7,17,67,18,1167978,1860982,2015,05/12/2016 03:48:29 PM,41.774071891,-87.659776488,"(41.774071891, -87.659776488)"
763,212008.0,10213250,HY371306,08/06/2015 11:42:00 AM,050XX W DIVISION ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1,0,2533,25,37,25,18,1142681,1907524,2015,05/12/2016 03:48:29 PM,41.902296112,-87.75135567,"(41.902296112, -87.75135567)"
764,212592.0,10214240,HY370160,08/05/2015 02:00:00 PM,013XX N HUDSON AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1,0,1821,18,27,8,18,1173067,1909543,2015,05/12/2016 03:48:29 PM,41.907216451,-87.639683562,"(41.907216451, -87.639683562)"
765,213157.0,10214258,HY370494,08/05/2015 05:05:00 PM,015XX E 76TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,1,0,411,4,5,43,18,1187947,1854903,2015,05/12/2016 03:48:29 PM,41.756938091,-87.586768161,"(41.756938091, -87.586768161)"
766,213443.0,10510237,HZ251810,05/05/2016 01:20:00 AM,031XX W 60TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,823,8,16,66,14,1156533,1864678,2016,05/12/2016 03:50:15 PM,41.784452574,-87.70163241,"(41.784452574, -87.70163241)"
767,213465.0,10214280,HY370501,08/05/2015 05:22:00 PM,0000X E 87TH ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,PARKING LOT/GARAGE(NON.RESID.),1,0,632,6,6,44,18,1178069,1847315,2015,05/12/2016 03:48:29 PM,41.736345248,-87.623198545,"(41.736345248, -87.623198545)"
768,213532.0,10510249,HZ251805,05/05/2016 01:00:00 AM,099XX S UNION AVE,460,BATTERY,SIMPLE,RESIDENCE,0,0,2232,22,34,73,08B,1173391,1838952,2016,05/12/2016 03:50:15 PM,41.713500657,-87.640583647,"(41.713500657, -87.640583647)"
769,213970.0,10214340,HY373225,08/07/2015 05:53:42 PM,012XX S FAIRFIELD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,1,0,1023,10,28,29,18,1158231,1894123,2015,05/12/2016 03:48:29 PM,41.865218836,-87.694604216,"(41.865218836, -87.694604216)"
770,214014.0,10217851,HY381066,08/13/2015 01:59:54 PM,013XX N LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,1,0,2532,25,37,25,18,1140785,1908250,2015,05/12/2016 03:48:29 PM,41.904323426,-87.758302186,"(41.904323426, -87.758302186)"
771,214298.0,10217898,HY381838,08/14/2015 07:52:55 AM,035XX N PULASKI RD,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,1,0,1731,17,30,16,18,1149094,1923450,2015,05/12/2016 03:48:29 PM,41.945876706,-87.727386135,"(41.945876706, -87.727386135)"
772,214385.0,10218176,HY381348,08/13/2015 07:33:00 PM,015XX E 76TH PL,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,411,4,5,43,18,1187741,1854562,2015,05/12/2016 03:48:29 PM,41.756007259,-87.587533939,"(41.756007259, -87.587533939)"
773,214667.0,10218922,HY234127,04/24/2015 11:50:00 AM,071XX S ASHLAND AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,1,0,734,7,17,67,18,1166924,1857157,2015,05/12/2016 03:48:29 PM,41.763598176,-87.663749413,"(41.763598176, -87.663749413)"
774,214776.0,10218939,HY223482,04/15/2015 06:55:10 PM,089XX S CHAPPEL AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,413,4,8,48,18,1191398,1846199,2015,05/12/2016 03:48:29 PM,41.732970661,-87.574402377,"(41.732970661, -87.574402377)"
775,214841.0,10219118,HY389594,08/19/2015 09:31:59 PM,040XX W CRYSTAL ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,1,0,2534,25,27,23,18,1149132,1908029,2015,05/12/2016 03:48:29 PM,41.903559347,-87.727646835,"(41.903559347, -87.727646835)"
776,215082.0,10219142,HY390021,08/20/2015 08:00:00 AM,017XX W 59TH ST,2015,NARCOTICS,MANU/DELIVER: HALLUCINOGEN,RESIDENCE,1,0,714,7,15,67,18,1165811,1865570,2015,05/12/2016 03:48:29 PM,41.786708249,-87.667590095,"(41.786708249, -87.667590095)"
777,215170.0,10219174,HY390071,08/20/2015 10:30:00 AM,029XX W FIFTH AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1,0,1124,11,2,27,18,1156694,1899504,2015,05/12/2016 03:48:29 PM,41.880016088,-87.700100876,"(41.880016088, -87.700100876)"
778,215930.0,10220005,HY391881,08/21/2015 02:26:00 PM,012XX S CANAL ST,2025,NARCOTICS,POSS: HALLUCINOGENS,PARKING LOT/GARAGE(NON.RESID.),1,0,124,1,2,28,18,1173315,1894646,2015,05/12/2016 03:48:29 PM,41.866332671,-87.639215203,"(41.866332671, -87.639215203)"
779,216406.0,10220411,HY389888,08/20/2015 08:40:00 AM,027XX W LAKE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,1,0,1222,12,27,27,18,1157938,1901069,2015,05/12/2016 03:48:29 PM,41.884285318,-87.69549034,"(41.884285318, -87.69549034)"
780,216450.0,10220449,HY389939,08/20/2015 09:25:00 AM,004XX N HARDING AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,1,0,1122,11,27,23,18,1149977,1902745,2015,05/12/2016 03:48:29 PM,41.889043093,-87.724680629,"(41.889043093, -87.724680629)"
781,216472.0,10220455,HY125030,01/22/2015 06:21:06 PM,083XX S PAXTON AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,412,4,8,46,18,1192297,1850172,2015,05/12/2016 03:48:29 PM,41.743851132,-87.570980047,"(41.743851132, -87.570980047)"
782,216560.0,10220576,HY390422,08/20/2015 03:46:00 PM,031XX W LEXINGTON ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,1,0,1134,11,24,27,18,1155629,1896533,2015,05/12/2016 03:48:29 PM,41.871884857,-87.704091417,"(41.871884857, -87.704091417)"
783,216712.0,10223408,HY198998,03/26/2015 11:25:00 AM,011XX S CENTRAL PARK AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1,0,1133,11,24,29,18,1152552,1894686,2015,05/12/2016 03:48:29 PM,41.866877826,-87.715437223,"(41.866877826, -87.715437223)"
784,216821.0,10228811,HY233445,04/23/2015 04:49:27 PM,072XX S PHILLIPS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,1,0,334,3,7,43,18,1193762,1857383,2015,05/12/2016 03:48:29 PM,41.763602949,-87.565376421,"(41.763602949, -87.565376421)"
785,216886.0,10228833,HY241695,04/30/2015 06:00:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1,0,1134,11,24,29,18,1154228,1895173,2015,05/12/2016 03:48:29 PM,41.868180939,-87.709271389,"(41.868180939, -87.709271389)"
786,217061.0,10228909,HY191100,03/19/2015 08:05:00 PM,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,1,0,1651,16,41,76,18,1100658,1934241,2015,05/12/2016 03:48:29 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
787,217408.0,10228924,HY198913,03/26/2015 09:45:00 AM,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,1,0,1651,16,41,76,18,1100658,1934241,2015,05/12/2016 03:48:29 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
788,217430.0,10228948,HY241708,04/30/2015 11:30:00 AM,001XX W OHIO ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOTEL/MOTEL,1,0,1831,18,42,8,18,1175195,1904167,2015,05/12/2016 03:48:29 PM,41.892416949,-87.632028008,"(41.892416949, -87.632028008)"
789,217671.0,10228971,HY241862,04/30/2015 03:04:34 PM,055XX W ALTGELD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,1,0,2515,25,30,19,18,1138815,1916069,2015,05/12/2016 03:48:29 PM,41.925815662,-87.765348424,"(41.925815662, -87.765348424)"
790,217692.0,10228977,HY242864,05/01/2015 11:29:27 AM,070XX S MAY ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,1,0,733,7,17,68,18,1169867,1858174,2015,05/12/2016 03:48:29 PM,41.766325582,-87.652933212,"(41.766325582, -87.652933212)"
791,217824.0,10228989,HY241600,04/30/2015 11:17:00 AM,008XX N ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VACANT LOT/LAND,1,0,1121,11,27,23,18,1152893,1905414,2015,05/12/2016 03:48:29 PM,41.896309837,-87.713901099,"(41.896309837, -87.713901099)"
792,217912.0,10229493,HY217406,04/10/2015 03:56:00 PM,061XX S JUSTINE ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,713,7,15,67,18,1167059,1864042,2015,05/12/2016 03:48:29 PM,41.78248862,-87.663057935,"(41.78248862, -87.663057935)"
793,218173.0,10230200,HY217221,04/10/2015 06:30:00 PM,034XX W LAKE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VACANT LOT/LAND,1,0,1123,11,28,27,18,1153447,1901182,2015,05/12/2016 03:48:29 PM,41.884685815,-87.711978907,"(41.884685815, -87.711978907)"
794,218456.0,10230414,HY208097,04/02/2015 05:42:00 PM,041XX W WILCOX ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,1,0,1115,11,28,26,18,1148739,1899012,2015,05/12/2016 03:48:29 PM,41.878823333,-87.72932358,"(41.878823333, -87.72932358)"
795,218586.0,10230429,HY208009,04/02/2015 05:12:00 PM,040XX W VAN BUREN ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,1,0,1132,11,24,26,18,1149559,1897718,2015,05/12/2016 03:48:29 PM,41.875256576,-87.726346274,"(41.875256576, -87.726346274)"
796,218608.0,10230436,HY201482,03/28/2015 11:30:00 AM,013XX S INDEPENDENCE BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE PORCH/HALLWAY,1,0,1011,10,24,29,18,1151466,1893604,2015,05/12/2016 03:48:29 PM,41.863930074,-87.719452496,"(41.863930074, -87.719452496)"
797,218652.0,10230446,HY237099,04/26/2015 08:00:00 PM,068XX S PAULINA ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1,0,725,7,17,67,18,1166189,1859376,2015,05/12/2016 03:48:29 PM,41.769703078,-87.666380284,"(41.769703078, -87.666380284)"
798,218738.0,10230485,HY222355,04/14/2015 09:05:59 PM,043XX W VAN BUREN ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,1,0,1131,11,24,26,18,1147578,1897671,2015,05/12/2016 03:48:29 PM,41.875165815,-87.733620994,"(41.875165815, -87.733620994)"
799,218868.0,10230489,HY218493,04/11/2015 08:41:00 PM,040XX W FIFTH AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1,0,1132,11,24,26,18,1149561,1896797,2015,05/12/2016 03:48:29 PM,41.872729207,-87.726362843,"(41.872729207, -87.726362843)"
800,218912.0,10230493,HY219154,04/12/2015 01:01:00 PM,035XX W LEXINGTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1,0,1133,11,24,27,18,1152920,1896474,2015,05/12/2016 03:48:29 PM,41.871777019,-87.714038886,"(41.871777019, -87.714038886)"
801,219000.0,10230498,HY219564,04/12/2015 07:10:00 PM,042XX W ADAMS ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1,0,1115,11,28,26,18,1148218,1898675,2015,05/12/2016 03:48:29 PM,41.877908612,-87.73124529,"(41.877908612, -87.73124529)"
802,219022.0,10230511,HY222113,04/14/2015 06:02:00 PM,002XX N KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1,0,1114,11,28,26,18,1149028,1900850,2015,05/12/2016 03:48:29 PM,41.883861425,-87.728214833,"(41.883861425, -87.728214833)"
803,220156.0,10231348,HY324723,07/02/2015 11:05:49 AM,025XX W MARQUETTE RD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,1,0,832,8,15,66,18,1160388,1860136,2015,05/12/2016 03:48:29 PM,41.771910102,-87.687623385,"(41.771910102, -87.687623385)"
804,220222.0,10234163,HY201000,03/27/2015 09:21:41 PM,017XX W 85TH ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,614,6,18,71,18,1166408,1848334,2015,05/12/2016 03:48:29 PM,41.739397628,-87.665891529,"(41.739397628, -87.665891529)"
805,220331.0,10234300,HY208239,04/02/2015 06:38:18 PM,011XX S AUSTIN BLVD,2027,NARCOTICS,POSS: CRACK,APARTMENT,1,0,1513,15,29,25,18,1136556,1894444,2015,05/12/2016 03:48:29 PM,41.866514676,-87.774167138,"(41.866514676, -87.774167138)"
806,220397.0,10234312,HY209698,04/03/2015 08:32:37 PM,079XX S JUSTINE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,1,0,612,6,21,71,18,1167387,1851972,2015,05/12/2016 03:48:29 PM,41.749359926,-87.662200672,"(41.749359926, -87.662200672)"
807,220678.0,10234325,HY217318,04/10/2015 06:48:57 PM,049XX W MAYPOLE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,1,0,1532,15,28,25,18,1143243,1901005,2015,05/12/2016 03:48:29 PM,41.884396735,-87.749454281,"(41.884396735, -87.749454281)"
808,220831.0,10234346,HY217377,04/10/2015 06:09:58 PM,063XX S HONORE ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,726,7,15,67,18,1165099,1862679,2015,05/12/2016 03:48:29 PM,41.778790073,-87.670282407,"(41.778790073, -87.670282407)"
809,220940.0,10234360,HY219677,04/12/2015 08:24:40 PM,063XX S HONORE ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,726,7,15,67,18,1165101,1862626,2015,05/12/2016 03:48:29 PM,41.778644591,-87.670276573,"(41.778644591, -87.670276573)"
810,221201.0,10234376,HY222049,04/14/2015 05:40:00 PM,044XX W MONROE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1,0,1113,11,28,26,18,1146849,1899295,2015,05/12/2016 03:48:29 PM,41.879636208,-87.736256136,"(41.879636208, -87.736256136)"
811,221289.0,10234389,HY222350,04/14/2015 07:27:00 PM,008XX S KARLOV AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,1,0,1132,11,24,26,18,1149180,1896008,2015,05/12/2016 03:48:29 PM,41.870571484,-87.727782117,"(41.870571484, -87.727782117)"
812,221509.0,10234395,HY223101,04/15/2015 11:30:00 AM,048XX W GRAND AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,1,0,2533,25,37,25,18,1143973,1911841,2015,05/12/2016 03:48:29 PM,41.914118277,-87.746501414,"(41.914118277, -87.746501414)"
813,221596.0,10234402,HY223202,04/15/2015 02:50:31 PM,013XX W 72ND PL,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,734,7,17,67,18,1168510,1856685,2015,05/12/2016 03:48:29 PM,41.762268921,-87.657949967,"(41.762268921, -87.657949967)"
814,221751.0,10234421,HY223204,04/15/2015 03:21:37 PM,012XX W 71ST PL,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,1,0,734,7,17,67,18,1169058,1857364,2015,05/12/2016 03:48:29 PM,41.76412036,-87.655921874,"(41.76412036, -87.655921874)"
815,221925.0,10234432,HY223542,04/15/2015 08:42:00 PM,0000X S SPRINGFIELD AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1,0,1122,11,28,26,18,1150398,1899604,2015,05/12/2016 03:48:29 PM,41.880415646,-87.723216549,"(41.880415646, -87.723216549)"
816,222034.0,10234697,HY224266,04/16/2015 01:10:00 PM,028XX W DIVISION ST,2024,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,1,0,1423,14,26,24,18,1157400,1907857,2015,05/12/2016 03:48:29 PM,41.902923157,-87.697281163,"(41.902923157, -87.697281163)"
817,222603.0,10234802,HY225349,04/17/2015 10:44:00 AM,046XX N BROADWAY,2018,NARCOTICS,MANU/DELIVER:SYNTHETIC DRUGS,SIDEWALK,1,0,1914,19,46,3,18,1167947,1930934,2015,05/12/2016 03:48:29 PM,41.96602645,-87.657872309,"(41.96602645, -87.657872309)"
818,222625.0,10234826,HY225404,04/17/2015 11:26:00 AM,013XX S MILLARD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,1,0,1011,10,24,29,18,1152254,1893538,2015,05/12/2016 03:48:29 PM,41.863733464,-87.716561504,"(41.863733464, -87.716561504)"
819,223014.0,10234911,HY225562,04/17/2015 12:09:00 PM,078XX S LAFLIN ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,1,0,612,6,17,71,18,1167477,1852706,2015,05/12/2016 03:48:29 PM,41.751372197,-87.661849885,"(41.751372197, -87.661849885)"
820,223840.0,10234935,HY225876,04/17/2015 04:58:00 PM,040XX W VAN BUREN ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1,0,1132,11,24,26,18,1149518,1897717,2015,05/12/2016 03:48:29 PM,41.875254627,-87.726496837,"(41.875254627, -87.726496837)"
821,224080.0,10234985,HY226072,04/17/2015 06:18:00 PM,016XX W 59TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,1,0,714,7,15,67,18,1166640,1865589,2015,05/12/2016 03:48:29 PM,41.786742732,-87.664549996,"(41.786742732, -87.664549996)"
822,224445.0,10234997,HY226925,04/18/2015 12:50:00 PM,063XX S ASHLAND AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1,0,725,7,16,67,18,1166756,1862739,2015,05/12/2016 03:48:29 PM,41.778919499,-87.664205995,"(41.778919499, -87.664205995)"
823,224704.0,10235815,HY227302,04/18/2015 07:20:00 PM,071XX S ASHLAND AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARKING LOT/GARAGE(NON.RESID.),1,0,735,7,17,67,18,1166912,1857541,2015,05/12/2016 03:48:29 PM,41.76465218,-87.663782441,"(41.76465218, -87.663782441)"
824,224857.0,10235896,HY228395,04/19/2015 06:15:00 PM,070XX S ADA ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,1,0,734,7,17,67,18,1168545,1858042,2015,05/12/2016 03:48:29 PM,41.765991951,-87.657782626,"(41.765991951, -87.657782626)"
825,224923.0,10235921,HY228413,04/19/2015 06:20:00 PM,054XX S LOOMIS BLVD,2021,NARCOTICS,POSS: BARBITUATES,STREET,1,0,934,9,16,61,18,1167928,1868467,2015,05/12/2016 03:48:29 PM,41.794612717,-87.659744826,"(41.794612717, -87.659744826)"
826,225010.0,10235935,HY235534,04/25/2015 01:31:02 PM,066XX S UNION AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,1,0,723,7,6,68,18,1172651,1860911,2015,05/12/2016 03:48:29 PM,41.773775349,-87.642648291,"(41.773775349, -87.642648291)"
827,225184.0,10235945,HY231122,04/21/2015 08:43:00 PM,100XX S MAY ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,2232,22,34,73,18,1170426,1838183,2015,05/12/2016 03:48:29 PM,41.711455354,-87.651464841,"(41.711455354, -87.651464841)"
828,225337.0,10235954,HY231745,04/22/2015 01:55:00 PM,066XX S UNION AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1,0,723,7,6,68,18,1172651,1860911,2015,05/12/2016 03:48:29 PM,41.773775349,-87.642648291,"(41.773775349, -87.642648291)"
829,225359.0,10235962,HY232715,04/23/2015 10:50:00 AM,007XX N ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1,0,1121,11,27,23,18,1152915,1904667,2015,05/12/2016 03:48:29 PM,41.89425956,-87.713840107,"(41.89425956, -87.713840107)"
830,225381.0,10235983,HY233519,04/23/2015 04:31:55 PM,049XX N TALMAN AVE,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,1,0,2031,20,40,4,18,1157804,1932792,2015,05/12/2016 03:48:29 PM,41.971338265,-87.695115325,"(41.971338265, -87.695115325)"
831,225489.0,10236012,HY233904,04/22/2015 08:30:00 PM,070XX W 63RD ST,2032,NARCOTICS,MANU/DELIVER: METHAMPHETAMINES,RESIDENCE,1,0,812,8,23,64,18,1130461,1861922,2015,05/12/2016 03:48:29 PM,41.777375439,-87.797287826,"(41.777375439, -87.797287826)"
832,225511.0,10236019,HY234074,04/24/2015 11:17:00 AM,015XX S RIDGEWAY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,1,0,1014,10,24,29,18,1151629,1892141,2015,05/12/2016 03:48:29 PM,41.859912232,-87.718892563,"(41.859912232, -87.718892563)"
833,225533.0,10236078,HY199665,03/26/2015 06:56:30 PM,057XX S THROOP ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,1,0,713,7,16,67,18,1168637,1866771,2015,05/12/2016 03:48:29 PM,41.789943421,-87.657193851,"(41.789943421, -87.657193851)"
834,225900.0,10236112,HY200393,03/27/2015 01:07:58 PM,029XX N SPRINGFIELD AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,1,0,2523,25,30,21,18,1149881,1919237,2015,05/12/2016 03:48:29 PM,41.934300586,-87.724603337,"(41.934300586, -87.724603337)"
835,226032.0,10236265,HY240587,04/29/2015 11:50:00 AM,006XX N RIDGEWAY AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1,0,1122,11,27,23,18,1151276,1903907,2015,05/12/2016 03:48:29 PM,41.892206358,-87.719879646,"(41.892206358, -87.719879646)"
836,226054.0,10236331,HY242277,04/30/2015 06:44:23 PM,049XX W NELSON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,1,0,2521,25,31,19,18,1142818,1919824,2015,05/12/2016 03:48:29 PM,41.936046051,-87.75054541,"(41.936046051, -87.75054541)"
837,226076.0,10236381,HY242843,05/01/2015 11:40:00 AM,031XX W VAN BUREN ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARK PROPERTY,1,0,1124,11,28,27,18,1155538,1897993,2015,05/12/2016 03:48:29 PM,41.875893078,-87.704386239,"(41.875893078, -87.704386239)"
838,226423.0,10236469,HY243998,05/02/2015 09:45:00 AM,012XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,1,0,1011,10,24,29,18,1149910,1894203,2015,05/12/2016 03:48:29 PM,41.865604191,-87.72514897,"(41.865604191, -87.72514897)"
839,226532.0,10236488,HY244534,05/02/2015 05:40:00 PM,055XX S THROOP ST,2015,NARCOTICS,MANU/DELIVER: HALLUCINOGEN,STREET,1,0,713,7,16,67,18,1168607,1867906,2015,05/12/2016 03:48:29 PM,41.793058641,-87.657271125,"(41.793058641, -87.657271125)"
840,226684.0,10510250,HZ251815,05/05/2016 02:16:00 AM,040XX W ARTHINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,1132,11,24,26,14,1149544,1895806,2016,05/12/2016 03:50:15 PM,41.870010119,-87.726450983,"(41.870010119, -87.726450983)"
841,226795.0,10236508,HY249690,05/06/2015 04:18:00 PM,079XX S MUSKEGON AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,VEHICLE NON-COMMERCIAL,1,0,422,4,7,46,18,1196548,1852943,2015,05/12/2016 03:48:29 PM,41.751350565,-87.555312536,"(41.751350565, -87.555312536)"
